adminDistrict,adminDistrict2,formattedAddress,locality,postalCode,lat,lng
Galicia,Coruña,15011,Galicia,España,Provincia de A Coruña,15011,43.3711128234863,-8.42138481140137,51-65,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28521,Comunidad de Madrid,España,Vaciamadrid,28521,40.3421401977539,-3.50360703468323,41-50,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28670,Comunidad de Madrid,España,Villaviciosa de Odón,28670,40.3577995300293,-3.93684196472168,51-65,Mujer,Universitarios,Divorciado
Comunidad de Madrid,Madrid,28521,Comunidad de Madrid,España,Vaciamadrid,28521,40.3421401977539,-3.50360703468323,31-40,Mujer,Formación profesional/Bachillerato,Casado
Galicia,Coruña,15011,Galicia,España,Provincia de A Coruña,15011,43.3711128234863,-8.42138481140137,31-40,Mujer,Universitarios,Casado
Galicia,Coruña,15004,Galicia,España,Provincia de A Coruña,15004,43.3656044006348,-8.40896606445312,51-65,Mujer,Doctorado/Máster,Casado
Comunidad de Madrid,Madrid,28938,Comunidad de Madrid,España,Móstoles,28938,40.3066787719727,-3.86668705940247,31-40,Hombre,Universitarios,Soltero
Comunidad de Madrid,Madrid,28521,Comunidad de Madrid,España,Vaciamadrid,28521,40.3421401977539,-3.50360703468323,41-50,Mujer,Básicos,Casado
Andalucía,Sevilla,41010,Andalucía,España,Sevilla,41010,37.3815307617188,-6.00859022140503,51-65,Mujer,Doctorado/Máster,Casado
Comunidad de Madrid,Madrid,28037,Comunidad de Madrid,España,Madrid,28037,40.4303703308105,-3.6245698928833,41-50,Mujer,Universitarios,Casado
Galicia,Coruña,15008,Galicia,España,Provincia de A Coruña,15008,43.3305702209473,-8.41056346893311,31-40,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28660,Comunidad de Madrid,España,Boadilla del Monte,28660,40.4161605834961,-3.92962408065796,31-40,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28031,Comunidad de Madrid,España,Madrid,28031,40.3786392211914,-3.58675098419189,31-40,Hombre,Doctorado/Máster,Casado
Comunidad de Madrid,Madrid,28015,Comunidad de Madrid,España,Madrid,28015,40.4312515258789,-3.71114492416382,31-40,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28660,Comunidad de Madrid,España,Boadilla del Monte,28660,40.4161605834961,-3.92962408065796,31-40,Mujer,Doctorado/Máster,Casado
Comunidad de Madrid,Madrid,28026,Comunidad de Madrid,España,Madrid,28026,40.3834915161133,-3.7041609287262,41-50,Hombre,Formación profesional/Bachillerato,Soltero
Comunidad de Madrid,Madrid,28660,Comunidad de Madrid,España,Boadilla del Monte,28660,40.4161605834961,-3.92962408065796,41-50,Mujer,Universitarios,Casado
Galicia,Coruña,15001,Galicia,España,Provincia de A Coruña,15001,43.3708992004395,-8.39401912689209,41-50,Mujer,Universitarios,Divorciado
Comunidad de Madrid,Madrid,28660,Comunidad de Madrid,España,Boadilla del Monte,28660,40.4161605834961,-3.92962408065796,31-40,Mujer,Universitarios,Casado
Galicia,Coruña,15010,Galicia,España,Provincia de A Coruña,15010,43.3662490844727,-8.44391441345215,41-50,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28046,Comunidad de Madrid,España,Madrid,28046,40.475414276123,-3.68589305877686,31-40,Hombre,Doctorado/Máster,Soltero
Comunidad de Madrid,Madrid,28660,Comunidad de Madrid,España,Boadilla del Monte,28660,40.4161605834961,-3.92962408065796,31-40,Mujer,Doctorado/Máster,Casado
Comunidad de Madrid,Madrid,28053,Comunidad de Madrid,España,Madrid,28053,40.3672790527344,-3.66584992408752,20-30,Mujer,Formación profesional/Bachillerato,Casado
Galicia,Coruña,15004,Galicia,España,Provincia de A Coruña,15004,43.3656044006348,-8.40896606445312,41-50,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28015,Comunidad de Madrid,España,Madrid,28015,40.4312515258789,-3.71114492416382,31-40,Mujer,Universitarios,Casado
Extremadura,Badajoz,06010,Extremadura,España,Badajoz,06010,38.7135543823242,-6.90528011322021,41-50,Hombre,Universitarios,Casado
Galicia,Coruña,15001,Galicia,España,Provincia de A Coruña,15001,43.3708992004395,-8.39401912689209,31-40,Mujer,Universitarios,Casado
Galicia,Coruña,15011,Galicia,España,Provincia de A Coruña,15011,43.3711128234863,-8.42138481140137,31-40,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28015,Comunidad de Madrid,España,Madrid,28015,40.4312515258789,-3.71114492416382,31-40,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28001,Comunidad de Madrid,España,Madrid,28001,40.4245567321777,-3.68349695205688,31-40,Hombre,Doctorado/Máster,Casado
Galicia,Coruña,15168,Galicia,España,Sada,15168,43.3611068725586,-8.29458904266357,41-50,Hombre,Básicos,Casado
Comunidad de Madrid,Madrid,28031,Comunidad de Madrid,España,Madrid,28031,40.3786392211914,-3.58675098419189,41-50,Mujer,Universitarios,Soltero
Comunidad de Madrid,Madrid,28003,Comunidad de Madrid,España,Madrid,28003,40.4429893493652,-3.70595002174377,41-50,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28691,Comunidad de Madrid,España,Villanueva de la Cañada,28691,40.4400749206543,-3.99483394622803,31-40,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28660,Comunidad de Madrid,España,Boadilla del Monte,28660,40.4161605834961,-3.92962408065796,31-40,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28053,Comunidad de Madrid,España,Madrid,28053,40.3672790527344,-3.66584992408752,41-50,Mujer,Doctorado/Máster,Soltero
Comunidad de Madrid,Madrid,28806,Comunidad de Madrid,España,Alcalá de Henares,28806,40.5068168640137,-3.39414596557617,41-50,Hombre,Doctorado/Máster,Casado
Andalucía,Huelva,21004,Andalucía,España,Huelva,21004,37.262393951416,-6.94346809387207,31-40,Hombre,Universitarios,Casado
Galicia,Coruña,15177,Galicia,España,Oleiros,15177,43.3849983215332,-8.32616329193115,41-50,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28660,Comunidad de Madrid,España,Boadilla del Monte,28660,40.4161605834961,-3.92962408065796,31-40,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28053,Comunidad de Madrid,España,Madrid,28053,40.3672790527344,-3.66584992408752,31-40,Mujer,Básicos,Casado
Comunidad de Madrid,Madrid,28003,Comunidad de Madrid,España,Madrid,28003,40.4429893493652,-3.70595002174377,31-40,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28031,Comunidad de Madrid,España,Madrid,28031,40.3786392211914,-3.58675098419189,31-40,Mujer,Formación profesional/Bachillerato,Casado
Galicia,Coruña,15011,Galicia,España,Provincia de A Coruña,15011,43.3711128234863,-8.42138481140137,31-40,Mujer,Universitarios,Soltero
Comunidad de Madrid,Madrid,28670,Comunidad de Madrid,España,Villaviciosa de Odón,28670,40.3577995300293,-3.93684196472168,31-40,Mujer,Doctorado/Máster,Casado
Comunidad de Madrid,Madrid,28046,Comunidad de Madrid,España,Madrid,28046,40.475414276123,-3.68589305877686,31-40,Hombre,Doctorado/Máster,Soltero
Comunidad de Madrid,Madrid,28039,Comunidad de Madrid,España,Madrid,28039,40.4576263427734,-3.70802998542786,31-40,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28050,Comunidad de Madrid,España,Madrid,28050,40.5017395019531,-3.66247010231018,51-65,Mujer,Universitarios,Viudo
Comunidad de Madrid,Madrid,28806,Comunidad de Madrid,España,Alcalá de Henares,28806,40.5068168640137,-3.39414596557617,20-30,Hombre,Formación profesional/Bachillerato,Casado
Castilla La Mancha,Guadalajara,19161,Castilla La Mancha,España,Pozo de Guadalajara,19161,40.497501373291,-3.18101906776428,20-30,Mujer,Formación profesional/Bachillerato,Divorciado
Comunidad de Madrid,Madrid,28053,Comunidad de Madrid,España,Madrid,28053,40.3672790527344,-3.66584992408752,31-40,Mujer,Básicos,Soltero
Comunidad de Madrid,Madrid,28053,Comunidad de Madrid,España,Madrid,28053,40.3672790527344,-3.66584992408752,31-40,Mujer,Universitarios,Casado
Extremadura,Badajoz,06011,Extremadura,España,Badajoz,06011,38.8050003051758,-7.07532691955566,51-65,Hombre,Universitarios,Divorciado
Comunidad de Madrid,Madrid,28020,Comunidad de Madrid,España,Madrid,28020,40.4546432495117,-3.69713807106018,31-40,Mujer,Doctorado/Máster,Casado
Comunidad de Madrid,Madrid,28053,Comunidad de Madrid,España,Madrid,28053,40.3672790527344,-3.66584992408752,20-30,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28022,Comunidad de Madrid,España,Madrid,28022,40.4339294433594,-3.59585309028625,51-65,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28050,Comunidad de Madrid,España,Madrid,28050,40.5017395019531,-3.66247010231018,31-40,Hombre,Universitarios,Casado
Comunidad de Madrid,Madrid,28818,Comunidad de Madrid,España,Santorcaz,28818,40.469425201416,-3.25701093673706,51-65,Hombre,Universitarios,Casado
Comunidad de Madrid,Madrid,28806,Comunidad de Madrid,España,Alcalá de Henares,28806,40.5068168640137,-3.39414596557617,20-30,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28018,Comunidad de Madrid,España,Madrid,28018,40.3844909667969,-3.65204906463623,31-40,Mujer,Básicos,Casado
Comunidad de Madrid,Madrid,28034,Comunidad de Madrid,España,Madrid,28034,40.4958686828613,-3.69843006134033,41-50,Mujer,Universitarios,Casado
Galicia,Coruña,15010,Galicia,España,Provincia de A Coruña,15010,43.3662490844727,-8.44391441345215,41-50,Hombre,Formación profesional/Bachillerato,Soltero
Comunidad de Madrid,Madrid,28028,Comunidad de Madrid,España,Madrid,28028,40.4311828613281,-3.66809511184692,20-30,Mujer,Universitarios,Soltero
Andalucía,Sevilla,41010,Andalucía,España,Sevilla,41010,37.3815307617188,-6.00859022140503,51-65,Mujer,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28018,Comunidad de Madrid,España,Madrid,28018,40.3844909667969,-3.65204906463623,41-50,Mujer,Básicos,Casado
Comunidad de Madrid,Madrid,28028,Comunidad de Madrid,España,Madrid,28028,40.4311828613281,-3.66809511184692,41-50,Mujer,Universitarios,Casado
Andalucía,Sevilla,41010,Andalucía,España,Sevilla,41010,37.3815307617188,-6.00859022140503,31-40,Hombre,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28050,Comunidad de Madrid,España,Madrid,28050,40.5017395019531,-3.66247010231018,41-50,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28320,Comunidad de Madrid,España,Pinto,28320,40.245906829834,-3.68646311759949,51-65,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28049,Comunidad de Madrid,España,Madrid,28049,40.5645561218262,-3.70193409919739,20-30,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28823,Comunidad de Madrid,España,Coslada,28823,40.4330291748047,-3.54068207740784,20-30,Mujer,Universitarios,Soltero
Comunidad de Madrid,Madrid,28439,Comunidad de Madrid,España,Alpedrete,28439,40.6620292663574,-4.03371000289917,51-65,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28850,Comunidad de Madrid,España,Torrejón de Ardoz,28850,40.4532318115234,-3.46486306190491,31-40,Mujer,Doctorado/Máster,Soltero
Comunidad de Madrid,Madrid,28039,Comunidad de Madrid,España,Madrid,28039,40.4576263427734,-3.70802998542786,51-65,Mujer,,Universitarios
Comunidad de Madrid,Madrid,28036,Comunidad de Madrid,España,Madrid,28036,40.468635559082,-3.68021488189697,20-30,Mujer,Universitarios,Soltero
Comunidad de Madrid,Madrid,28018,Comunidad de Madrid,España,Madrid,28018,40.3844909667969,-3.65204906463623,41-50,Mujer,Universitarios,Divorciado
Comunidad de Madrid,Madrid,28007,Comunidad de Madrid,España,Madrid,28007,40.4079093933105,-3.67190289497375,41-50,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28806,Comunidad de Madrid,España,Alcalá de Henares,28806,40.5068168640137,-3.39414596557617,41-50,Mujer,Doctorado/Máster,Casado
Comunidad de Madrid,Madrid,28915,Comunidad de Madrid,España,Leganés,28915,40.3346176147461,-3.75257992744446,20-30,Mujer,Doctorado/Máster,Soltero
Comunidad de Madrid,Madrid,28055,Comunidad de Madrid,España,Madrid,28055,40.491886138916,-3.62057995796204,31-40,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28028,Comunidad de Madrid,España,Madrid,28028,40.4311828613281,-3.66809511184692,31-40,Mujer,Doctorado/Máster,Casado
Comunidad de Madrid,Madrid,28051,Comunidad de Madrid,España,Madrid,28051,40.3455657958984,-3.61624503135681,31-40,Mujer,Formación profesional/Bachillerato,Casado
Andalucía,Sevilla,41010,Andalucía,España,Sevilla,41010,37.3815307617188,-6.00859022140503,+65,Mujer,Formación profesional/Bachillerato,Divorciado
Comunidad de Madrid,Madrid,28030,Comunidad de Madrid,España,Madrid,28030,40.4029922485352,-3.63892197608948,31-40,Hombre,Formación profesional/Bachillerato,Casado
Comunidad de Madrid,Madrid,28045,Comunidad de Madrid,España,Madrid,28045,40.3934669494629,-3.68791508674622,31-40,Mujer,Universitarios,Casado
Comunidad de Madrid,Madrid,28012,Comunidad de Madrid,España,Madrid,28012,40.4089851379395,-3.69856595993042,20-30,Mujer,Doctorado/Máster,Soltero
Comunidad de Madrid,Madrid,28850,Comunidad de Madrid,España,Torrejón de Ardoz,28850,40.4532318115234,-3.46486306190491,41-50,Mujer,Universitarios,Casado
